epoch,vf-min,discriminator_reward-min,gmm-log-sigs-mean,gmm-log-sigs-max,gmm-log-sigs-min,gmm-mus-min,log_p_z-max,gmm-mus-std,log_p_z-avg,discriminator-loss,qf-min,time-train,time-eval,qf-max,z-entropy,vf-std,best_single_option_policy/episode-length-avg,log_p_z-min,discriminator_reward-max,gmm-log-w-max,pool-size,gmm-mus-max,max-path-return,best_single_option_policy/return-max,qf-avg,gmm-log-w-mean,vf-max,best_single_option_policy/return-average,last-path-return,best_single_option_policy/episode-length-max,discriminator_reward-avg,vf-loss,time-sample,gmm-log-sigs-std,best_single_option_policy/return-min,qf-std,policy-reg-loss,best_single_option_policy/episode-length-min,bellman-error,best_single_option_policy/episode-length-std,log_p_z-std,time-total,kl-surrogate-loss,best_single_option_policy/return-std,vf-avg,gmm-log-w-min,path-length,episodes,gmm-log-w-std,gmm-mus-mean,discriminator_reward-std
185,681.6455,-5.1496825,-0.046595722,0.48738515,-0.60234964,-0.004412841,-3.911973,0.0025986745,-3.9119723,3.6535783,674.5753,6.794228213839233,1.5636021299287677,683.446,3.9120230054281455,1.2661808,1000.0,-3.911973,-0.83117867,1.055723,186000,0.005630702,-30.50278219038332,-0.0014988054545028715,682.89966,0.09617141,690.33,-0.0014988054545028715,-32.745933345247025,1000,-3.6535785,0.0035718223,0.8077642973512411,0.40359527,-0.0014988054545028715,1.2877632,8.253356e-05,1000,0.00078243506,0.0,7.1525574e-07,8085.931319996715,0.048207432,0.0,689.79425,-1.4589046,1000.0,186,0.9329292,0.00018483585,0.6522155
186,682.46014,-5.3061333,-0.0476247,0.49037862,-0.60665095,-0.0064661456,-3.911973,0.0015276942,-3.9119723,3.6680417,675.74,6.216494082473218,1.5522776562720537,684.7887,3.9120230054281455,1.0793942,1000.0,-3.911973,-2.1041632,1.0484071,187000,-2.7076341e-05,-30.50278219038332,-0.00048363617679569854,683.0081,0.09612407,692.16675,-0.00048363617679569854,-32.53901693240336,1000,-3.668042,0.4948905,0.7203389378264546,0.40605775,-0.00048363617679569854,1.0315106,8.358329e-05,1000,0.11735378,0.0,7.1525574e-07,8094.3309088414535,0.1492458,0.0,689.89484,-1.4452956,1000.0,187,0.9252904,-0.00364016,0.60418785
187,683.4468,-7.4523835,-0.048788477,0.48361075,-0.60610515,-0.005357775,-3.911973,0.0038393894,-3.9119723,3.5954304,676.3934,7.031872166320682,1.459393823519349,683.9046,3.9120230054281455,0.62890685,1000.0,-3.911973,-2.2050319,1.0367354,188000,0.0069171023,-30.50278219038332,-0.0021615388093348285,683.00104,0.0953919,690.56616,-0.0021615388093348285,-31.845520167533454,1000,-3.5954306,0.04577261,0.8379753110930324,0.40286428,-0.0021615388093348285,0.6305066,8.23474e-05,1000,0.012115447,0.0,7.1525574e-07,8103.750025257468,-0.041481476,0.0,689.9802,-1.4261366,1000.0,188,0.914572,-0.00026371365,0.64060116
188,686.65405,-5.494706,-0.04802639,0.48293436,-0.6031291,-0.00248915,-3.911973,0.0012753,-3.9119723,3.649928,679.7038,6.6616564858704805,1.5485132653266191,683.4725,3.9120230054281455,0.46589264,1000.0,-3.911973,-2.3165352,1.042568,189000,0.0030897274,-30.50278219038332,-0.00018176494143595784,683.0746,0.095311,690.27905,-0.00018176494143595784,-34.07682798851683,1000,-3.649928,0.010225719,0.7839075634256005,0.40247965,-0.00018176494143595784,0.4872289,8.2148996e-05,1000,0.0028611782,0.0,7.1525574e-07,8112.3723803712055,0.14736754,0.0,689.8937,-1.4327229,1000.0,189,0.91920674,-2.1192172e-06,0.63037276
189,684.5912,-5.3086114,-0.046373487,0.4880678,-0.6031805,-0.006004394,-3.911973,0.0025105386,-3.9119723,3.5841591,677.7251,6.576653444208205,1.1819337029010057,683.5274,3.9120230054281455,0.5098021,1000.0,-3.911973,-2.3771377,1.0473746,190000,0.0020628334,-30.50278219038332,-0.0001057906465423031,683.03973,0.0950153,690.50665,-0.0001057906465423031,-33.53025931774424,1000,-3.5841594,0.013143898,0.7756063714623451,0.40321547,-0.0001057906465423031,0.49894917,8.2370585e-05,1000,0.0027001984,0.0,7.1525574e-07,8121.264039596543,-0.07086467,0.0,690.0082,-1.4447664,1000.0,190,0.92479306,-0.0012852678,0.6027373
190,684.97504,-5.6691694,-0.05015042,0.47809803,-0.59646934,-0.007510756,-3.911973,0.003942328,-3.9119723,3.766181,677.9348,7.0430309334769845,1.5458162548020482,683.824,3.9120230054281455,0.67443204,1000.0,-3.911973,-2.5848844,1.0332948,191000,0.003982761,-30.50278219038332,-0.0046992337268847,682.8297,0.09309346,690.75037,-0.0046992337268847,-32.277605331402235,1000,-3.766181,0.13580589,0.8332803072407842,0.39810288,-0.0046992337268847,0.6935556,8.0511236e-05,1000,0.030388126,0.0,7.1525574e-07,8569.307873054408,-0.4359304,0.0,690.0935,-1.4229674,1000.0,191,0.9103956,-0.0024457155,0.6007486
191,689.70557,-5.035986,-0.04565157,0.4923498,-0.5993633,-0.0050962893,-3.911973,0.0026038731,-3.9119723,3.6960244,682.5411,6.5172352800145745,440.1627169288695,683.82587,3.9120230054281455,0.19953117,1000.0,-3.911973,-2.3328457,1.0382338,192000,0.0042855395,-30.50278219038332,-0.001041135360086187,683.0782,0.094095156,690.94415,-0.001041135360086187,-33.004477237827324,1000,-3.6960244,0.02738272,0.7572237383574247,0.40299812,-0.001041135360086187,0.17662546,8.224941e-05,1000,0.006113918,0.0,7.1525574e-07,8577.910931931809,-0.122547835,0.0,690.0795,-1.4309392,1000.0,192,0.91612375,-0.0006835208,0.5443727
192,685.06116,-5.517805,-0.04694221,0.49080974,-0.6012118,-0.019598264,-3.911973,0.00853675,-3.9119723,3.6061778,678.4629,5.788155640475452,1.3316496219485998,683.64197,3.9120230054281455,0.65320224,1000.0,-3.911973,-2.2958815,1.0376534,193000,0.004576792,-30.50278219038332,-0.036411854822304704,683.0795,0.09361024,690.71716,-0.036411854822304704,-32.7641074572924,1000,-3.606178,0.06502578,0.6900071408599615,0.40391427,-0.036411854822304704,0.5941279,8.272161e-05,1000,0.016302945,0.0,7.1525574e-07,8585.694597491995,0.20599878,0.0,689.85974,-1.4316949,1000.0,193,0.91718465,-0.004469662,0.5710318
193,686.24554,-5.04974,-0.047529183,0.49083292,-0.6111881,-0.0069546876,-3.911973,0.0024247656,-3.9119723,3.654754,679.4128,5.988623294048011,1.3145156018435955,683.49835,3.9120230054281455,0.58377665,1000.0,-3.911973,-1.7992933,1.0434291,194000,0.0070726527,-30.50278219038332,-0.00012845107297749795,682.9916,0.09232415,690.55414,-0.00012845107297749795,-32.54827575076613,1000,-3.654754,0.003104042,0.7210756298154593,0.4036492,-0.00012845107297749795,0.56699884,8.259915e-05,1000,0.0010671311,0.0,7.1525574e-07,8593.585797527805,-0.055683143,0.0,689.9665,-1.4568962,1000.0,194,0.924111,0.0008672291,0.5528614
194,687.70435,-5.6173844,-0.04125591,0.50849366,-0.60498667,-0.0054823495,-3.911973,0.005966988,-3.9119723,3.7228708,681.19867,5.9717492908239365,1.1760527975857258,683.73,3.9120230054281455,0.2781203,1000.0,-3.911973,-2.3624005,1.0962031,195000,0.01505505,-30.50278219038332,-0.001461084000322543,683.2484,0.09883552,690.31683,-0.001461084000322543,-33.78221947121362,1000,-3.7228708,0.0836095,0.6922962982207537,0.41154134,-0.001461084000322543,0.25163618,8.555415e-05,1000,0.019754186,0.0,7.1525574e-07,8601.489011128433,0.45902196,0.0,689.8273,-1.5337906,1000.0,195,0.9780752,0.0021053366,0.6236243
195,686.9238,-5.2851906,-0.04387138,0.50042915,-0.60788834,-0.004722727,-3.911973,0.003410324,-3.9119723,3.6208515,680.5216,6.032049180008471,1.2513430714607239,684.2161,3.9120230054281455,0.45606154,1000.0,-3.911973,-1.3371243,1.0935609,196000,0.008937652,-30.50278219038332,-0.00045969018493963165,683.4248,0.09827021,690.41034,-0.00045969018493963165,-34.513514327215596,1000,-3.620851,0.39612162,0.6883748658001423,0.41067207,-0.00045969018493963165,0.46911386,8.529536e-05,1000,0.116240814,0.0,7.1525574e-07,8609.674442856573,0.93810004,0.0,689.67236,-1.5359362,1000.0,196,0.9793618,0.0016778756,0.63434774
196,687.5603,-5.1943808,-0.04241886,0.50235784,-0.60741234,-0.0050088624,-3.911973,0.0031150235,-3.9119723,3.654108,680.28125,6.4431727305054665,1.4634869350120425,683.6241,3.9120230054281455,0.29821736,1000.0,-3.911973,-2.380697,1.0945313,197000,0.0072846417,-30.50278219038332,-0.0009547974056442144,683.0533,0.09804612,690.7868,-0.0009547974056442144,-33.5548463319644,1000,-3.654108,0.011357313,0.7440247964113951,0.41140828,-0.0009547974056442144,0.29902828,8.5533226e-05,1000,0.0028489465,0.0,7.1525574e-07,8618.192809608765,-0.09190227,0.0,690.04504,-1.5461813,1000.0,197,0.986061,0.00074113463,0.5329863
197,687.343,-4.9634647,-0.04413093,0.4953159,-0.6065933,-0.0028933994,-3.911973,0.0015218924,-3.9119723,3.660588,680.5887,5.99250668194145,1.3351925844326615,683.96,3.9120230054281455,0.3644117,1000.0,-3.911973,-2.7855196,1.0729419,198000,0.0054393187,-30.50278219038332,-0.00015065556856654896,683.1119,0.09729907,690.74713,-0.00015065556856654896,-32.15626481416791,1000,-3.6605883,0.0363372,0.6821247395128012,0.4084616,-0.00015065556856654896,0.36419988,8.439551e-05,1000,0.008772854,0.0,7.1525574e-07,8626.349016583525,0.15766957,0.0,689.91925,-1.5059955,1000.0,198,0.9620817,0.00054690556,0.5047289
198,688.78015,-5.2571235,-0.04342432,0.5014271,-0.60621077,-0.0047654854,-3.911973,0.0022040415,-3.9119723,3.750804,681.6214,6.717547413893044,1.4948366796597838,683.58527,3.9120230054281455,0.24711059,1000.0,-3.911973,-2.5614862,1.087108,199000,0.008327888,-30.50278219038332,-0.00014142898990847637,683.05505,0.097955525,690.5864,-0.00014142898990847637,-32.84940688205952,1000,-3.750804,0.012573544,0.7927581323310733,0.41072512,-0.00014142898990847637,0.26468503,8.529329e-05,1000,0.0027628005,0.0,7.1525574e-07,8635.32086087484,-0.028070988,0.0,690.01135,-1.5254462,1000.0,199,0.9742384,0.0009460241,0.567164
199,687.37634,-4.981391,-0.040294245,0.51261735,-0.6131173,-0.009335255,-3.911973,0.006538596,-3.9119723,3.7112503,681.07196,6.573744427412748,1.4642356103286147,684.2591,3.9120230054281455,0.49485314,1000.0,-3.911973,-1.9771141,1.1331053,200000,0.012909779,-30.50278219038332,-0.006545323319429032,683.2756,0.10126877,690.97504,-0.006545323319429032,-33.374055521399285,1000,-3.7112503,0.30470204,0.768016554415226,0.4173562,-0.006545323319429032,0.48343924,8.7926535e-05,1000,0.074109495,0.0,7.1525574e-07,8644.179354949854,0.6772078,0.0,689.7116,-1.5988405,1000.0,200,1.0163829,-0.00067151117,0.53065175
200,687.8419,-5.669808,-0.03991712,0.50698406,-0.6063136,-0.004410049,-3.911973,0.0017038916,-3.9119723,3.871512,681.28094,7.013100978918374,1.5202078884467483,683.73376,3.9120230054281455,0.31054562,1000.0,-3.911973,-2.4803758,1.1249025,201000,0.003606494,-30.50278219038332,-5.1051031080717735e-05,683.06995,0.100624144,690.4852,-5.1051031080717735e-05,-32.59538688956301,1000,-3.871512,0.035205025,0.8311396762728691,0.41260803,-5.1051031080717735e-05,0.28277665,8.592133e-05,1000,0.008585394,0.0,7.1525574e-07,9090.768305027857,0.031574585,0.0,689.964,-1.5789993,1000.0,201,1.0044926,-0.0010145283,0.5337547
201,688.2934,-5.099958,-0.04123299,0.5046825,-0.6033195,-0.0028763001,-3.911973,0.005659136,-3.9119723,3.7309566,681.2633,6.554301148280501,438.7393854614347,684.2484,3.9120230054281455,0.31399274,1000.0,-3.911973,-2.7036867,1.1204448,202000,0.015820097,-30.50278219038332,-0.014221657016832975,683.24146,0.09940007,690.4515,-0.014221657016832975,-31.229496525216856,1000,-3.7309563,0.17691824,0.7585964994505048,0.40951174,-0.014221657016832975,0.40599424,8.4718755e-05,1000,0.041925408,0.0,7.1525574e-07,9099.586767983623,0.53613186,0.0,689.7717,-1.5706632,1000.0,202,0.9954707,0.0023480984,0.4887148
202,688.15875,-5.0650167,-0.043351438,0.5329003,-0.6431149,-0.0045283223,-3.911973,0.0044907955,-3.9119723,3.695572,682.16797,7.096782726235688,1.5095450719818473,684.27374,3.9120230054281455,0.35001335,1000.0,-3.911973,-2.1773672,1.1958455,203000,0.013374237,-30.50278219038332,-0.00853209090934115,683.2112,0.09957873,690.892,-0.00853209090934115,-31.85475512327905,1000,-3.695572,0.100448705,0.8431563759222627,0.4119342,-0.00853209090934115,0.26949328,8.5798034e-05,1000,0.028744498,0.0,7.1525574e-07,9109.015660952777,0.32816344,0.0,689.90955,-1.6739829,1000.0,203,0.9811617,0.0025874847,0.5326815
203,688.9654,-21.123941,-0.0448023,0.5022356,-0.61533034,-0.0064296816,-3.911973,0.005721295,-3.9119723,3.794533,681.90594,6.231737351976335,1.4890061262995005,683.75323,3.9120230054281455,0.28039274,1000.0,-3.911973,-2.266844,1.0972587,204000,0.013411807,-30.50278219038332,-0.002792014619501515,682.94666,0.09872627,690.7642,-0.002792014619501515,-33.163744115955936,1000,-3.7945328,0.101265974,0.717939511872828,0.4101689,-0.002792014619501515,0.26153517,8.51426e-05,1000,0.02377879,0.0,7.1525574e-07,9117.199846498668,-0.339364,0.0,690.18805,-1.5287764,1000.0,204,0.9665515,0.0025816225,1.620563
204,688.6782,-8.744666,-0.046981167,0.487041,-0.6043712,-0.008558113,-3.911973,0.0037333125,-3.9119723,3.798183,682.0261,6.279021701775491,1.245129331946373,683.9376,3.9120230054281455,0.29979086,1000.0,-3.911973,-2.2220259,1.064491,205000,0.00268537,-30.50278219038332,-0.0011222804160183843,683.1453,0.09734672,690.77734,-0.0011222804160183843,-33.9735605284415,1000,-3.798183,0.05004399,0.7296139150857925,0.4036074,-0.0011222804160183843,0.26424795,8.256063e-05,1000,0.01304478,0.0,7.1525574e-07,9125.96008190699,0.21071985,0.0,689.95264,-1.4739131,1000.0,205,0.9385068,-0.0010694463,0.693757
205,689.1094,-5.9691496,-0.0492377,0.48229915,-0.60341805,-0.0060476493,-3.911973,0.00214399,-3.9119723,3.7734027,681.94055,6.311852392740548,1.7563413605093956,683.6713,3.9120230054281455,0.3321207,1000.0,-3.911973,-2.3443565,1.0479201,206000,0.0031080507,-30.50278219038332,-0.0009334460041927172,682.88403,0.0964791,691.15564,-0.0009334460041927172,-32.26077313729166,1000,-3.773403,0.14465253,0.7236577440053225,0.40109047,-0.0009334460041927172,0.2894444,8.16513e-05,1000,0.036437444,0.0,7.1525574e-07,9134.316011426039,-0.43588486,0.0,690.1858,-1.4445804,1000.0,206,0.9212815,-0.00027943694,0.56174725
206,688.7346,-5.536392,-0.042320803,0.51897955,-0.6151581,-0.023543503,-3.911973,0.009892724,-3.9119723,3.6948853,682.3557,6.681929134763777,1.3136121053248644,683.6322,3.9120230054281455,0.2398688,1000.0,-3.911973,-2.6065934,1.1292478,207000,0.0035106614,-30.50278219038332,-0.049665507421892116,683.223,0.100837514,690.674,-0.049665507421892116,-32.39893466862348,1000,-3.694885,0.07676995,0.7798320073634386,0.412649,-0.049665507421892116,0.1985714,8.6095606e-05,1000,0.019282697,0.0,7.1525574e-07,9143.092706798576,0.43627393,0.0,689.8347,-1.557003,1000.0,207,0.96638894,-0.0048036585,0.52873963
207,689.089,-5.1736107,-0.04466189,0.49903482,-0.6069186,-0.002183394,-3.911973,0.0009566414,-3.9119723,3.7348647,681.94073,6.693547708913684,1.3179580019786954,683.39276,3.9120230054281455,0.23405413,1000.0,-3.911973,-2.59673,1.092993,208000,0.004430386,-30.50278219038332,-5.3869053853361503e-05,682.9275,0.098462805,690.615,-5.3869053853361503e-05,-32.14055094662336,1000,-3.7348647,0.062160555,0.7867861185222864,0.40632963,-5.3869053853361503e-05,0.20526774,8.354973e-05,1000,0.015430327,0.0,7.1525574e-07,9151.713569193147,-0.428028,0.0,690.16724,-1.5165612,1000.0,208,0.9525008,9.3796014e-05,0.5685211
208,689.04047,-5.027816,-0.042912174,0.49839982,-0.60399985,-0.0024973361,-3.911973,0.0011384148,-3.9119723,3.662784,682.10693,6.150274789892137,1.1508159097284079,683.44476,3.9120230054281455,0.20120075,1000.0,-3.911973,-2.6996078,1.0897843,209000,0.0052515836,-30.50278219038332,-0.0004167222074158872,683.04254,0.09866652,690.4579,-0.0004167222074158872,-32.132903786814055,1000,-3.662784,0.00787957,0.7099407967180014,0.40803838,-0.0004167222074158872,0.21015587,8.416917e-05,1000,0.0024455532,0.0,7.1525574e-07,9159.962922399864,-0.08923748,0.0,690.0502,-1.525566,1000.0,209,0.96979386,0.0005042679,0.4518482
209,689.20435,-7.316077,-0.042999722,0.5035116,-0.6076858,-0.0014486376,-3.911973,0.002123119,-3.9119723,3.6516547,682.3371,6.608530962839723,1.3843085849657655,684.07715,3.9120230054281455,0.24039601,1000.0,-3.911973,-1.8687246,1.0843707,210000,0.0074577807,-30.50278219038332,-0.00012125273510399381,683.265,0.09927639,690.5088,-0.00012125273510399381,-32.65881288162612,1000,-3.6516545,0.12501258,0.7840535836294293,0.41100898,-0.00012125273510399381,0.27541906,8.5391985e-05,1000,0.027201612,0.0,7.1525574e-07,9168.61825904809,0.39061052,0.0,689.8612,-1.5070966,1000.0,210,0.96040803,0.0014517289,0.5897349
210,689.4043,-5.590537,-0.04421696,0.5003773,-0.6091811,-0.003430368,-3.911973,0.0015506189,-3.9119723,3.766089,682.5183,6.45564741268754,1.2758227474987507,683.54114,3.9120230054281455,0.18845046,1000.0,-3.911973,-2.0226142,1.0741448,211000,0.0045280843,-30.50278219038332,-0.00021028688755322383,683.08777,0.098445736,690.6054,-0.00021028688755322383,-34.69511676953594,1000,-3.766089,0.026888292,0.75382867641747,0.40763825,-0.00021028688755322383,0.20229693,8.406329e-05,1000,0.005550943,0.0,7.1525574e-07,9577.630306262523,-0.13798672,0.0,690.0543,-1.4832618,1000.0,211,0.9398911,0.00015894545,0.5441558
211,689.1995,-5.5573196,-0.046562407,0.4908843,-0.6049073,-0.007043833,-3.911973,0.0034178447,-3.9119723,3.7865858,682.23065,6.580924944020808,401.79495978727937,683.54926,3.9120230054281455,0.21758503,1000.0,-3.911973,-2.5258312,1.0704079,212000,0.0051188245,-30.50278219038332,-0.0038619198672094515,683.10175,0.09690058,690.5242,-0.0038619198672094515,-34.640886989717366,1000,-3.7865863,0.0129501615,0.7568383980542421,0.40178126,-0.0038619198672094515,0.211111,8.1804115e-05,1000,0.0033836933,0.0,7.1525574e-07,9586.63713542372,0.04932016,0.0,689.99744,-1.4766757,1000.0,212,0.9247336,-0.0005604541,0.5724473
212,689.43195,-5.177272,-0.045692172,0.5044536,-0.61418694,-0.003694714,-3.911973,0.00056859996,-3.9119723,3.644413,682.5954,6.062492773868144,1.6727878833189607,683.69196,3.9120230054281455,0.1780562,1000.0,-3.911973,-2.2431235,1.1064298,213000,0.004325184,-30.50278219038332,-1.2516077408974979e-05,683.1228,0.09715016,690.5636,-1.2516077408974979e-05,-31.747409144960642,1000,-3.6444128,0.0032091103,0.6935614151880145,0.40431148,-1.2516077408974979e-05,0.17162958,8.277796e-05,1000,0.00090830476,0.0,7.1525574e-07,9594.544619887136,0.038232386,0.0,690.015,-1.529914,1000.0,213,0.9382465,-4.4604647e-05,0.552262
213,689.03937,-5.0436587,-0.04410017,0.50970846,-0.6148396,-0.008976582,-3.911973,0.004360973,-3.9119723,3.6635752,682.60297,6.133661547675729,1.1533662555739284,683.7862,3.9120230054281455,0.20980929,1000.0,-3.911973,-1.1060051,1.1124761,214000,0.009492644,-30.50278219038332,-0.0024114074809517662,683.21857,0.09834517,690.39044,-0.0024114074809517662,-31.64161515893714,1000,-3.6635752,0.08828676,0.7071666494011879,0.4049723,-0.0024114074809517662,0.21674803,8.298328e-05,1000,0.017460326,0.0,7.1525574e-07,9602.457806703635,0.3658298,0.0,689.8501,-1.524195,1000.0,214,0.9379772,-0.0003429305,0.551336
214,689.5625,-5.7148857,-0.046312764,0.49181247,-0.6056736,-0.0024590148,-3.911973,0.0028410186,-3.9119723,3.6778893,682.3726,6.753198093734682,1.0842556655406952,683.5433,3.9120230054281455,0.22740415,1000.0,-3.911973,-2.453169,1.0602947,215000,0.008752815,-30.50278219038332,-0.002792697091486929,682.9606,0.09701356,690.7452,-0.002792697091486929,-31.91902499408127,1000,-3.6778893,0.066570766,0.794716783799231,0.403891,-0.002792697091486929,0.20966062,8.264157e-05,1000,0.01602887,0.0,7.1525574e-07,9611.570099689998,-0.41171756,0.0,690.16516,-1.455426,1000.0,215,0.9233706,0.0015134431,0.5447922
215,610.10913,-18.10561,-0.04779976,0.4906438,-0.6093408,-0.007697379,-3.911973,0.003255803,-3.9119723,4.306099,599.62787,6.395852766931057,1.5656665936112404,683.8321,3.9120230054281455,15.460582,1000.0,-3.911973,-2.6226125,1.0683066,216000,0.0047210855,-30.50278219038332,-0.0034145570598145274,679.8702,0.095987216,690.5977,-0.0034145570598145274,-33.33277046752071,1000,-4.306099,0.31507358,0.7412063544616103,0.40107015,-0.0034145570598145274,16.152994,8.157892e-05,1000,0.08140778,0.0,7.1525574e-07,9620.27275464125,-0.07299098,0.0,686.87537,-1.4686916,1000.0,216,0.92103726,-0.002267132,2.8011472
216,616.4859,-15.677509,-0.048429523,0.479782,-0.596965,-0.003764621,-3.911973,0.0007753768,-3.9119723,3.784554,609.1191,6.819875955581665,1.569666343741119,683.4865,3.9120230054281455,6.506644,1000.0,-3.911973,-2.7526467,1.0276086,217000,0.00089225406,-30.50278219038332,-0.00010649366343784553,682.25635,0.095001996,691.06134,-0.00010649366343784553,-33.43410438876658,1000,-3.784554,0.25567475,0.7943598385900259,0.39524573,-0.00010649366343784553,6.4950275,7.92832e-05,1000,0.06342062,0.0,7.1525574e-07,9629.277367289178,-0.57694143,0.0,689.71454,-1.3953998,1000.0,217,0.89194834,-0.0010946299,1.1601765
217,622.8567,-13.399406,-0.04854743,0.4840601,-0.60502684,-0.0036311573,-3.911973,0.0017689347,-3.9119723,3.6909018,616.0572,6.746785725466907,1.395426096394658,683.64124,3.9120230054281455,5.928328,1000.0,-3.911973,-2.2969303,1.0407922,218000,0.0038056294,-30.50278219038332,-0.0003886614751060334,682.46893,0.094846636,691.1733,-0.0003886614751060334,-33.691526290316986,1000,-3.6909022,0.09919813,0.7908049495890737,0.39906928,-0.0003886614751060334,5.897841,8.080813e-05,1000,0.021738932,0.0,7.1525574e-07,9638.16735212598,-0.30496138,0.0,689.59814,-1.4209186,1000.0,218,0.89730424,-0.00018610834,1.0184172
218,689.5953,-4.9302235,-0.04868471,0.48125118,-0.603678,-0.001196967,-3.911973,0.0007235056,-3.9119723,3.7153988,682.2609,6.77086847089231,1.3592819552868605,683.4814,3.9120230054281455,0.1711266,1000.0,-3.911973,-2.3457873,1.030659,219000,0.0045709126,-30.50278219038332,-9.502292603258412e-06,683.0002,0.094536945,690.64355,-9.502292603258412e-06,-31.096567623954805,1000,-3.715399,0.03809815,0.7970835007727146,0.40048924,-9.502292603258412e-06,0.18393357,8.138134e-05,1000,0.00916373,0.0,7.1525574e-07,9647.447309053503,-0.23296958,0.0,690.1377,-1.4147462,1000.0,219,0.90408784,0.00050259737,0.51242054
219,689.4309,-5.443958,-0.046898577,0.49092656,-0.60677046,-0.004847626,-3.911973,0.0014373737,-3.9119723,3.7761018,682.50977,6.889970983378589,1.721351595595479,683.7294,3.9120230054281455,0.22718304,1000.0,-3.911973,-2.362436,1.043833,220000,0.001753204,-30.50278219038332,-4.605548336868993e-05,683.2142,0.09571989,690.51746,-4.605548336868993e-05,-34.52055333438983,1000,-3.776102,0.06094603,0.8055059220641851,0.40649983,-4.605548336868993e-05,0.20069017,8.372292e-05,1000,0.015069257,0.0,7.1525574e-07,9656.506023819558,0.24426408,0.0,689.96484,-1.4375546,1000.0,220,0.9232469,-0.0015025844,0.50189924
220,640.40076,-7.6883154,-0.04257784,0.49533415,-0.59409267,-0.010182075,-3.911973,0.005858858,-3.9119723,3.6935444,632.7934,6.373708880506456,1.344192512333393,684.14404,3.9120230054281455,4.3755026,1000.0,-3.911973,-2.560834,1.0766528,221000,0.006622569,-30.50278219038332,-0.008385417926250228,682.8525,0.09762418,690.8828,-0.008385417926250228,-33.639865567425225,1000,-3.6935444,0.11058225,0.7328433282673359,0.40295267,-0.008385417926250228,4.4477324,8.210921e-05,1000,0.028158627,0.0,7.1525574e-07,10131.329111551866,0.25713986,0.0,689.5788,-1.4890755,1000.0,221,0.95483464,-0.00058967806,0.60552335
221,645.0814,-6.161597,-0.04612732,0.4912523,-0.6048603,-0.0028005377,-3.911973,0.0013070004,-3.9119723,3.718423,638.30896,6.137411089614034,467.7273510871455,683.4389,3.9120230054281455,5.5982127,1000.0,-3.911973,-2.4526165,1.0670633,222000,0.004937352,-30.50278219038332,-0.00032976323278148816,682.3329,0.09669462,690.5833,-0.00032976323278148816,-33.197924123066706,1000,-3.718423,0.04991641,0.6976110078394413,0.40518394,-0.00032976323278148816,5.5465527,8.315185e-05,1000,0.010201379,0.0,7.1525574e-07,10139.57577707339,-0.30001765,0.0,689.50195,-1.4805961,1000.0,222,0.94482106,0.00040389906,0.5301908
222,689.42957,-4.991356,-0.046582542,0.49544427,-0.6096891,-0.0043203505,-3.911973,0.0025412976,-3.9119723,3.6992402,682.5212,6.833302485756576,1.4219210967421532,683.68536,3.9120230054281455,0.17918007,1000.0,-3.911973,-2.1887047,1.0799847,223000,0.006285553,-30.50278219038332,-0.0006589712806125192,683.1028,0.09600054,690.54034,-0.0006589712806125192,-33.37226217153468,1000,-3.6992402,0.028900977,0.8187579726800323,0.4040222,-0.0006589712806125192,0.18331447,8.270549e-05,1000,0.0068831174,0.0,7.1525574e-07,10148.760093617253,-0.06593228,0.0,690.10175,-1.5007423,1000.0,223,0.93950444,0.00078251655,0.46811602
223,689.3785,-5.501405,-0.043649074,0.5002243,-0.61093336,-0.0014858479,-3.911973,0.0021556753,-3.9119723,3.7116373,682.6278,6.699457733891904,1.5280645433813334,683.53595,3.9120230054281455,0.1648333,1000.0,-3.911973,-2.6468143,1.0908068,224000,0.005967046,-30.50278219038332,-3.006351597534262e-05,683.2031,0.09667739,690.593,-3.006351597534262e-05,-34.35073322552476,1000,-3.7116375,0.015149137,0.7808304838836193,0.407938,-3.006351597534262e-05,0.14503962,8.4163155e-05,1000,0.004955112,0.0,7.1525574e-07,10157.357935057022,0.12420544,0.0,690.04846,-1.5302457,1000.0,224,0.9659475,0.0016771734,0.54762644
224,655.6303,-5.0489016,-0.04396424,0.49886623,-0.6078483,-0.002877077,-3.911973,0.0014669526,-3.9119723,3.7834282,650.729,6.552592859603465,1.128181261010468,683.72955,3.9120230054281455,3.035919,1000.0,-3.911973,-2.3466048,1.0896561,225000,0.0032612386,-30.50278219038332,-0.00017267921723878034,682.9625,0.09683278,690.79614,-0.00017267921723878034,-34.45807689402233,1000,-3.7834284,0.0636742,0.765761143527925,0.40965316,-0.00017267921723878034,2.8682587,8.487535e-05,1000,0.01723123,0.0,7.1525574e-07,10166.22772605531,0.13698679,0.0,689.7677,-1.526511,1000.0,225,0.97052073,0.00010370632,0.49735802
