epoch,vf-min,discriminator_reward-min,gmm-log-sigs-mean,gmm-log-sigs-max,gmm-log-sigs-min,gmm-mus-min,log_p_z-max,gmm-mus-std,log_p_z-avg,discriminator-loss,qf-min,time-train,time-eval,qf-max,z-entropy,vf-std,best_single_option_policy/episode-length-avg,log_p_z-min,discriminator_reward-max,gmm-log-w-max,pool-size,gmm-mus-max,max-path-return,best_single_option_policy/return-max,qf-avg,gmm-log-w-mean,vf-max,best_single_option_policy/return-average,last-path-return,best_single_option_policy/episode-length-max,discriminator_reward-avg,vf-loss,time-sample,gmm-log-sigs-std,best_single_option_policy/return-min,qf-std,policy-reg-loss,best_single_option_policy/episode-length-min,bellman-error,best_single_option_policy/episode-length-std,log_p_z-std,time-total,kl-surrogate-loss,best_single_option_policy/return-std,vf-avg,gmm-log-w-min,path-length,episodes,gmm-log-w-std,gmm-mus-mean,discriminator_reward-std
731,687.1017,-5.427834,-0.041345194,0.50310266,-0.6069189,-0.013579866,-3.911973,0.003753218,-3.9119723,3.8727217,680.3151,7.216506825760007,439.49014371819794,683.6962,3.9120230054281455,0.34897915,1000.0,-3.911973,-2.708574,1.0623856,732000,0.0021189644,71.44047769295366,-0.0033769473557864415,683.01953,0.059802387,690.55743,-0.0033769473557864415,-32.77251263786111,1000,-3.8727217,0.03278124,0.8197703314945102,0.41050136,-0.0033769473557864415,0.34565353,8.511834e-05,1000,0.0056279795,0.0,7.1525574e-07,37454.86232757568,0.20922771,0.0,689.7821,-1.5573161,1000.0,732,0.9702059,-0.0013555468,0.34938574
732,683.17694,-4.9159904,-0.043407455,0.49836737,-0.6087403,-0.029517926,-3.911973,0.0069265612,-3.9119723,3.9046812,676.61475,7.221405326388776,1.5005631614476442,683.55927,3.9120230054281455,1.0331513,1000.0,-3.911973,-2.8660195,1.0584453,733000,0.00493845,71.44047769295366,-0.015040748397510132,682.7932,0.058703594,690.4485,-0.015040748397510132,-32.25248568077994,1000,-3.9046812,0.0015099639,0.8163402024656534,0.40877894,-0.015040748397510132,1.0340307,8.451927e-05,1000,0.000772157,0.0,7.1525574e-07,37464.4338774113,0.0071819476,0.0,689.71594,-1.554381,1000.0,733,0.9596104,-0.0024669282,0.37301263
733,689.4542,-4.698838,-0.0437613,0.49355328,-0.6049195,-0.0075782677,-3.911973,0.0024164445,-3.9119723,3.8303638,682.5154,7.488582231104374,1.5480513274669647,683.51385,3.9120230054281455,0.19224899,1000.0,-3.911973,-2.9609113,1.0482836,734000,0.0025238376,71.44047769295366,-0.0018116158461367608,683.0213,0.058643397,690.4395,-0.0018116158461367608,-33.581077683658734,1000,-3.8303638,0.006139839,0.847888883203268,0.40724194,-0.0018116158461367608,0.20138866,8.388376e-05,1000,0.0018755443,0.0,7.1525574e-07,37473.91804519575,-0.0032523228,0.0,689.9509,-1.5364037,1000.0,734,0.95848393,-0.00074321823,0.27579248
734,675.956,-5.0011044,-0.04350824,0.49575943,-0.60743713,-0.040378187,-3.911973,0.004289698,-3.9119723,3.8779795,668.59106,7.2721663592383265,1.1495590107515454,683.5003,3.9120230054281455,1.3858237,1000.0,-3.911973,-2.7533333,1.1032172,735000,0.0029219692,71.44047769295366,-0.002483571428513187,682.75684,0.058817282,691.44574,-0.002483571428513187,-32.97868609316753,1000,-3.8779793,0.08131866,0.8194041084498167,0.4084169,-0.002483571428513187,1.4256023,8.4358304e-05,1000,0.020820111,0.0,7.1525574e-07,37483.33025506977,-0.27533746,0.0,689.8667,-1.6144813,1000.0,735,0.9623907,-0.0009351903,0.32953128
735,685.51886,-4.5759487,-0.044634596,0.4936655,-0.60823876,-0.007893328,-3.911973,0.0024383944,-3.9119723,3.8397503,678.31775,7.400727519765496,1.3223573081195354,683.41626,3.9120230054281455,0.44053662,1000.0,-3.911973,-2.9020429,1.0454814,736000,0.0013432801,71.44047769295366,-0.0023570224186642,682.92053,0.05844845,690.56946,-0.0023570224186642,-32.93399769027042,1000,-3.8397503,0.035439756,0.8338261684402823,0.40748125,-0.0023570224186642,0.45387545,8.401989e-05,1000,0.009172845,0.0,7.1525574e-07,37493.06994569767,-0.21976796,0.0,690.01086,-1.5340666,1000.0,736,0.9584804,-0.0007449353,0.28251252
736,681.3904,-4.8245926,-0.039279714,0.5249475,-0.6136991,-0.03118543,-3.911973,0.008333929,-3.9119723,3.9334502,675.23737,7.281547820195556,1.5106395808979869,683.5892,3.9120230054281455,0.97977835,1000.0,-3.911973,-3.2344282,1.0964044,737000,0.003185558,71.44047769295366,-0.0007862345833927975,683.0557,0.06084252,690.2638,-0.0007862345833927975,-34.85099652298027,1000,-3.9334505,0.07237719,0.8136034095659852,0.4202264,-0.0007862345833927975,0.9349935,8.911124e-05,1000,0.017359225,0.0,7.1525574e-07,37502.41606508568,0.43718284,0.0,689.6621,-1.5914612,1000.0,737,0.9861744,-0.0044671874,0.30726832
737,686.38556,-5.2776985,-0.039621357,0.51374567,-0.6139064,-0.004979193,-3.911973,0.0024831502,-3.9119723,3.8970876,679.1232,7.239740669727325,1.2571430960670114,684.07556,3.9120230054281455,0.48817652,1000.0,-3.911973,-2.816048,1.1314073,738000,0.004581584,71.44047769295366,-0.0005226636475271107,683.1027,0.06202334,691.7353,-0.0005226636475271107,-33.611408497775464,1000,-3.8970876,0.17834975,0.8247820176184177,0.41900003,-0.0005226636475271107,0.45265013,8.856861e-05,1000,0.029650562,0.0,7.1525574e-07,37512.03345503472,0.23464431,0.0,689.8168,-1.6596123,1000.0,738,1.0343531,0.0004115649,0.31380618
738,684.8907,-4.7155085,-0.03550265,0.5310632,-0.61790407,-0.0028557787,-3.911973,0.0009761285,-3.9119723,3.840206,680.504,7.481818203814328,1.565204725600779,683.644,3.9120230054281455,0.6544824,1000.0,-3.911973,-3.0690434,1.1743336,739000,0.0022395626,71.44047769295366,-2.894215102458019e-05,683.1129,0.06385593,690.4658,-2.894215102458019e-05,-32.91435537790906,1000,-3.8402057,0.11271687,0.8435121104121208,0.42651817,-2.894215102458019e-05,0.39141747,9.158962e-05,1000,0.021887876,0.0,7.1525574e-07,37522.17798701394,0.216355,0.0,689.87244,-1.7376007,1000.0,739,1.080249,0.00037241552,0.29945523
739,683.7885,-4.863807,-0.036134586,0.5234085,-0.6152549,-0.014362099,-3.911973,0.0011731997,-3.9119723,3.8534074,677.33704,7.370817523449659,1.825690577737987,683.5746,3.9120230054281455,0.6380994,1000.0,-3.911973,-2.4622424,1.147021,740000,0.0015767384,71.44047769295366,-1.926389243607218e-05,682.9653,0.06247838,690.48083,-1.926389243607218e-05,-33.70232247545302,1000,-3.8534074,0.03522831,0.8286949815228581,0.4225448,-1.926389243607218e-05,0.57707596,8.992587e-05,1000,0.0077116275,0.0,7.1525574e-07,37531.819510604255,-0.12995157,0.0,689.9753,-1.7086396,1000.0,740,1.0618657,0.00064917293,0.3175897
740,688.124,-4.8163815,-0.03771259,0.51621747,-0.6109752,-0.001862145,-3.911973,0.0009178688,-3.9119723,3.866593,681.28076,7.368026736192405,1.4459511628374457,683.5483,3.9120230054281455,0.28911936,1000.0,-3.911973,-2.8381467,1.1180321,741000,0.0019755196,71.44047769295366,-4.7475631715343523e-05,683.0368,0.061483756,690.414,-4.7475631715343523e-05,-32.69380869236394,1000,-3.8665934,0.015091889,0.831589050590992,0.4182784,-4.7475631715343523e-05,0.28858697,8.819013e-05,1000,0.003826658,0.0,7.1525574e-07,38005.22743674647,0.0040888395,0.0,689.9663,-1.6642604,1000.0,741,1.0337026,0.0006058895,0.31230664
741,687.3657,-4.843931,-0.04106842,0.5055667,-0.6099003,-0.0047804136,-3.911973,0.00087162876,-3.9119723,3.806729,680.32654,7.342170247808099,465.2118945242837,683.54095,3.9120230054281455,0.3269765,1000.0,-3.911973,-2.819399,1.0945342,742000,0.0033786006,71.44047769295366,-0.00046883699162094674,683.15625,0.06015932,690.5024,-0.00046883699162094674,-34.35825074139405,1000,-3.8067288,0.081597604,0.8309141229838133,0.41447744,-0.00046883699162094674,0.34456363,8.6741566e-05,1000,0.019661307,0.0,7.1525574e-07,38015.10035436973,0.1848359,0.0,689.9589,-1.6330767,1000.0,742,1.0163789,0.0020576343,0.28431526
742,676.10297,-4.8767166,-0.042230155,0.50175667,-0.6079027,-0.053934988,-3.911973,0.0039927005,-3.9119723,3.815215,669.4598,6.505858882330358,1.7175510618835688,683.8931,3.9120230054281455,1.3008647,1000.0,-3.911973,-2.7733076,1.1239339,743000,0.0011200588,71.44047769295366,-0.0001809023163122703,682.9503,0.05930095,690.83044,-0.0001809023163122703,-34.62455773542045,1000,-3.815215,0.0015846975,0.7764400616288185,0.41084298,-0.0001809023163122703,1.2824513,8.529586e-05,1000,0.0007242366,0.0,7.1525574e-07,38023.963435173966,0.025949694,0.0,689.8567,-1.6599991,1000.0,743,0.9828745,-0.0006539875,0.3183106
743,686.9011,-4.875039,-0.041512083,0.5031169,-0.60754013,-0.007173663,-3.911973,0.0024251682,-3.9119723,3.8215399,680.12256,7.256454969756305,1.5883923061192036,683.8406,3.9120230054281455,0.38600332,1000.0,-3.911973,-2.70815,1.0750656,744000,0.0047023864,71.44047769295366,-0.0002563586709879218,683.0692,0.059711944,690.6245,-0.0002563586709879218,-33.44567681487634,1000,-3.8215396,0.0063247164,0.8127046376466751,0.4119551,-0.0002563586709879218,0.37960702,8.571804e-05,1000,0.001921043,0.0,7.1525574e-07,38033.809397708625,0.102801464,0.0,689.9293,-1.5946305,1000.0,744,0.99149114,0.0001284501,0.31265527
744,689.30884,-4.9373913,-0.04154001,0.5025917,-0.6079181,-0.0061268285,-3.911973,0.0016617107,-3.9119723,3.8576527,682.6391,7.373670065775514,1.7828243980184197,683.93866,3.9120230054281455,0.256446,1000.0,-3.911973,-2.9120507,1.0649016,745000,0.0016810223,71.44047769295366,-0.0009403905065038743,683.1111,0.059740804,690.884,-0.0009403905065038743,-32.80890737147703,1000,-3.8576524,0.028478798,0.8338842978700995,0.41113544,-0.0009403905065038743,0.27199757,8.538049e-05,1000,0.006275261,0.0,7.1525574e-07,38043.49467971828,0.10236114,0.0,689.94147,-1.5746994,1000.0,745,0.9785645,-0.00052076846,0.30024028
745,681.2065,-4.447441,-0.04141692,0.5008426,-0.6070461,-0.024878142,-3.911973,0.0024365757,-3.9119723,3.795546,674.9299,7.423882809467614,1.4928893065080047,683.7669,3.9120230054281455,1.0982248,1000.0,-3.911973,-2.5607066,1.080246,746000,0.0021354533,71.44047769295366,-5.396026359676398e-05,682.90234,0.059700094,690.7174,-5.396026359676398e-05,-32.98212111327348,1000,-3.795546,0.07799502,0.8458710014820099,0.41141182,-5.396026359676398e-05,1.0093398,8.549074e-05,1000,0.019387133,0.0,7.1525574e-07,38053.19722007029,0.095740415,0.0,689.75745,-1.5914848,1000.0,746,0.9842369,0.00064618886,0.2989201
746,683.5087,-4.555361,-0.04227011,0.50143987,-0.6068237,-0.016762214,-3.911973,0.0022518642,-3.9119723,3.834537,676.56537,7.3504496440291405,1.4461408760398626,683.5988,3.9120230054281455,0.6127465,1000.0,-3.911973,-3.180104,1.0723406,747000,0.0031952048,71.44047769295366,-0.00014265872362173582,682.9735,0.06015528,690.5439,-0.00014265872362173582,-33.735160024342676,1000,-3.834537,0.0012834535,0.8246446000412107,0.41097522,-0.00014265872362173582,0.6113427,8.534622e-05,1000,0.000640605,0.0,7.1525574e-07,38063.007208828814,-0.011435158,0.0,689.91064,-1.5805497,1000.0,747,0.9766145,-2.983139e-05,0.28970915
747,679.1374,-4.8784676,-0.041821577,0.5066484,-0.61051166,-0.037739363,-3.911973,0.003175942,-3.9119723,3.821951,672.8559,7.298826110549271,1.6324284011498094,683.5666,3.9120230054281455,1.1559372,1000.0,-3.911973,-3.113036,1.1194441,748000,0.000436211,71.44047769295366,-4.039959013191208e-05,682.874,0.060203016,690.43695,-4.039959013191208e-05,-33.541737434919426,1000,-3.821951,0.0020490128,0.8256899947300553,0.4117254,-4.039959013191208e-05,1.0979488,8.563884e-05,1000,0.0016508553,0.0,7.1525574e-07,38072.61751049943,-0.0012592915,0.0,689.79614,-1.6478686,1000.0,748,0.9875889,-0.00087400695,0.30576268
748,684.60345,-4.6270227,-0.041363843,0.49805245,-0.6001915,-0.007378081,-3.911973,0.0017212793,-3.9119723,3.8551934,677.76874,7.413577771745622,1.5034084962680936,683.79205,3.9120230054281455,0.6921853,1000.0,-3.911973,-2.706974,1.0610391,749000,0.0011597546,71.44047769295366,-0.0017068705616107849,683.0608,0.06023729,690.7594,-0.0017068705616107849,-33.14172953571892,1000,-3.8551934,0.12359922,0.8344966024160385,0.40786532,-0.0017068705616107849,0.67692256,8.403641e-05,1000,0.028738499,0.0,7.1525574e-07,38082.37212559208,0.2271829,0.0,689.7982,-1.5605028,1000.0,749,0.97369313,-0.002188072,0.31782657
749,688.2311,-5.151499,-0.045743525,0.490353,-0.60499185,-0.019764774,-3.911973,0.0052140057,-3.9119723,3.8480537,681.1054,7.350413765758276,1.518115627579391,683.4006,3.9120230054281455,0.32071084,1000.0,-3.911973,-3.013497,1.0466683,750000,0.0027279928,71.44047769295366,-0.010160383704849351,682.8861,0.05876224,690.6708,-0.010160383704849351,-32.57803219886487,1000,-3.848054,0.06317627,0.8415749901905656,0.4048227,-0.010160383704849351,0.30501622,8.300162e-05,1000,0.016589964,0.0,7.1525574e-07,38092.03616221901,-0.26757008,0.0,690.01715,-1.5377226,1000.0,750,0.9501201,-0.0014647958,0.3119363
750,680.05334,-4.9420996,-0.044476707,0.4986586,-0.6091897,-0.025578737,-3.911973,0.0031563798,-3.9119723,3.8097148,673.2353,7.327113534323871,1.483697003684938,683.7915,3.9120230054281455,1.2730461,1000.0,-3.911973,-2.5750084,1.066705,751000,0.00094642513,71.44047769295366,-0.00022030415936633572,682.80286,0.059464768,690.6442,-0.00022030415936633572,-33.96087230175802,1000,-3.8097143,0.0026336468,0.8280473286285996,0.40634623,-0.00022030415936633572,1.2677788,8.355339e-05,1000,0.0033975488,0.0,7.1525574e-07,38559.17015130352,0.037091605,0.0,689.70483,-1.5642974,1000.0,751,0.9466546,-0.0011440059,0.29880184
751,689.39374,-4.7594156,-0.0399702,0.51052475,-0.6103323,-0.003042698,-3.911973,0.0012614866,-3.9119723,3.8266559,682.35223,7.383908142335713,458.9691640008241,683.60284,3.9120230054281455,0.20814537,1000.0,-3.911973,-2.4869733,1.1003679,752000,0.0022064783,71.44047769295366,-0.00023473139777436814,683.0013,0.06149465,690.5775,-0.00023473139777436814,-34.26859121226352,1000,-3.8266559,0.003418682,0.8216984877362847,0.41566348,-0.00023473139777436814,0.2103633,8.7187684e-05,1000,0.0013475385,0.0,7.1525574e-07,38568.84435662627,0.0214522,0.0,689.9103,-1.6237404,1000.0,752,1.0125118,1.6101592e-05,0.3284095
752,679.7616,-4.7607327,-0.038038053,0.52320975,-0.6145446,-0.020928498,-3.911973,0.0023317018,-3.9119723,3.851165,673.16595,7.486208878457546,1.4952108263969421,683.8026,3.9120230054281455,1.0528619,1000.0,-3.911973,-2.5265243,1.1476389,753000,0.0039662607,71.44047769295366,-0.0011518478970629076,682.86,0.06228865,690.59576,-0.0011518478970629076,-32.64938859055706,1000,-3.8511653,0.05981371,0.8506269138306379,0.42124835,-0.0011518478970629076,1.017923,8.9451634e-05,1000,0.014618337,0.0,7.1525574e-07,38578.52154885698,-0.03906842,0.0,689.817,-1.698617,1000.0,753,1.0415126,-0.00092099974,0.31997293
753,684.50336,-5.6851196,-0.036751706,0.5209689,-0.6107005,-0.016163414,-3.911973,0.005323262,-3.9119723,3.8476512,677.5512,6.967609158717096,1.3456148616969585,683.70795,3.9120230054281455,0.5269805,1000.0,-3.911973,-2.693211,1.1167594,754000,0.0009320611,71.44047769295366,-0.016661599602230126,683.03125,0.06186137,690.38684,-0.016661599602230126,-33.67246118994957,1000,-3.8476512,0.058505252,0.7695518676191568,0.41940618,-0.016661599602230126,0.5455782,8.864813e-05,1000,0.013613362,0.0,7.1525574e-07,38587.55855621118,0.17972109,0.0,689.80835,-1.661597,1000.0,754,1.0341161,-0.0039555486,0.3514638
754,685.525,-4.7526264,-0.03721513,0.51727676,-0.61021215,-0.0061340695,-3.911973,0.002502261,-3.9119723,3.794532,678.3993,7.120078136213124,1.3073668787255883,683.63617,3.9120230054281455,0.444311,1000.0,-3.911973,-2.986204,1.1208208,755000,0.006403505,71.44047769295366,-1.4919032486915287e-05,682.9239,0.06128934,690.534,-1.4919032486915287e-05,-34.56495870239347,1000,-3.794532,0.035450432,0.7942041857168078,0.41862574,-1.4919032486915287e-05,0.44702336,8.832086e-05,1000,0.00822195,0.0,7.1525574e-07,38596.96030475851,-0.2541726,0.0,690.0109,-1.6732831,1000.0,755,1.0402472,0.001734052,0.27852112
755,689.61224,-4.624398,-0.035672583,0.52853614,-0.6166167,-0.0025039008,-3.911973,0.0053509623,-3.9119723,3.8121176,682.579,7.132201397791505,1.4891824051737785,683.5881,3.9120230054281455,0.18060204,1000.0,-3.911973,-2.7643528,1.1620088,756000,0.012188029,71.44047769295366,-0.00033025284587040454,683.05115,0.0620092,690.471,-0.00033025284587040454,-33.765151135056016,1000,-3.8121176,0.011715272,0.7965194089338183,0.4254227,-0.00033025284587040454,0.1845731,9.114606e-05,1000,0.0031025913,0.0,7.1525574e-07,38606.232873472385,0.005971524,0.0,689.994,-1.7454417,1000.0,756,1.0811976,0.0025459374,0.2878454
756,682.9603,-4.7740593,-0.037881657,0.51957536,-0.61334354,-0.02246793,-3.911973,0.0023063805,-3.9119723,3.8467362,676.84247,7.407336498610675,1.3456650134176016,683.52356,3.9120230054281455,0.6530215,1000.0,-3.911973,-2.8563898,1.1575265,757000,0.003208513,71.44047769295366,-7.72203808452332e-05,683.0646,0.06098496,690.4458,-7.72203808452332e-05,-34.12227887590236,1000,-3.846736,0.06546388,0.8461198518052697,0.42084163,-7.72203808452332e-05,0.60030824,8.927451e-05,1000,0.01876356,0.0,7.1525574e-07,38615.81859226432,0.23205236,0.0,689.84326,-1.7266623,1000.0,757,1.0588019,0.0010086726,0.3127931
757,689.1375,-4.6548386,-0.03820613,0.5140749,-0.60365564,-0.003602,-3.911973,0.002419906,-3.9119723,3.847057,682.51666,7.375425925478339,1.3510051742196083,684.15375,3.9120230054281455,0.28229687,1000.0,-3.911973,-3.254313,1.0958784,758000,0.004848118,71.44047769295366,-0.0014150445799515409,683.3318,0.06056716,690.6677,-0.0014150445799515409,-32.927935033090826,1000,-3.847057,0.25840643,0.8280153963714838,0.4150594,-0.0014150445799515409,0.2932078,8.687159e-05,1000,0.06578563,0.0,7.1525574e-07,38625.84592265636,0.6890175,0.0,689.7075,-1.6341922,1000.0,758,1.0142412,0.0018371796,0.30823785
758,684.9125,-5.0209284,-0.039049014,0.51432735,-0.61000454,-0.023829216,-3.911973,0.0023281567,-3.9119723,3.846468,677.3813,7.366537380963564,1.8350941883400083,683.40344,3.9120230054281455,0.7293678,1000.0,-3.911973,-2.1433127,1.1270111,759000,0.0022836067,71.44047769295366,-0.00011846132398858348,682.8283,0.060452092,690.46814,-0.00011846132398858348,-32.93621847390248,1000,-3.846468,0.021092808,0.8321710471063852,0.41588175,-0.00011846132398858348,0.7872657,8.724391e-05,1000,0.0060646543,0.0,7.1525574e-07,38635.37840385549,-0.14741454,0.0,689.8871,-1.6739836,1000.0,759,1.0162299,-0.00015716802,0.39239588
759,684.9913,-4.7126455,-0.041035444,0.506173,-0.60852873,-0.008321867,-3.911973,0.0011003324,-3.9119723,3.842732,678.64886,7.489356028847396,1.3325013164430857,683.5003,3.9120230054281455,0.48093373,1000.0,-3.911973,-2.798886,1.0901959,760000,0.0009601577,71.44047769295366,-0.00024013986056488078,683.0908,0.05998488,690.4356,-0.00024013986056488078,-33.03618535074471,1000,-3.842732,0.031670284,0.8493330329656601,0.41266763,-0.00024013986056488078,0.4251807,8.598991e-05,1000,0.008393565,0.0,7.1525574e-07,38645.27977422066,0.15896302,0.0,689.89813,-1.6188933,1000.0,760,0.9967497,-0.00021782289,0.32372427
760,687.2439,-5.052199,-0.041104726,0.5046159,-0.6031194,-0.012895251,-3.911973,0.0014831403,-3.9119723,3.8605113,680.3815,7.480461451224983,1.5696798907592893,683.5413,3.9120230054281455,0.39499834,1000.0,-3.911973,-2.554168,1.076123,761000,0.000882335,71.44047769295366,-8.62658142587236e-05,683.0484,0.05982393,690.3255,-8.62658142587236e-05,-32.67760119699898,1000,-3.860511,0.027095824,0.8454510709270835,0.41032797,-8.62658142587236e-05,0.40437436,8.503099e-05,1000,0.0070880996,0.0,7.1525574e-07,39107.621221701615,0.13192953,0.0,689.879,-1.5925839,1000.0,761,0.98198014,-0.0010646685,0.33540264
761,685.3429,-4.9041214,-0.04233172,0.49732947,-0.6029919,-0.015570324,-3.911973,0.0013897059,-3.9119723,3.8503888,678.8258,6.943041776306927,454.01954646687955,683.70624,3.9120230054281455,0.5153822,1000.0,-3.911973,-3.017863,1.0708433,762000,0.0008720318,71.44047769295366,-3.181858448328966e-05,683.08716,0.05932242,690.6346,-3.181858448328966e-05,-32.64805068792414,1000,-3.8503888,0.044622883,0.7786921449005604,0.40852126,-3.181858448328966e-05,0.4669115,8.434184e-05,1000,0.010258505,0.0,7.1525574e-07,39116.76650767494,0.23721097,0.0,689.85126,-1.5830845,1000.0,762,0.97328955,-0.00039462664,0.32608417
762,689.07935,-4.906955,-0.044587422,0.49135327,-0.60467565,-0.0010292549,-3.911973,0.0014509123,-3.9119723,3.8980744,682.52673,7.509730017744005,1.439652068540454,683.826,3.9120230054281455,0.27489316,1000.0,-3.911973,-2.6858435,1.0420158,763000,0.004357788,71.44047769295366,-0.0003196676191834058,683.27325,0.059108146,690.3776,-0.0003196676191834058,-32.90758767554414,1000,-3.8980742,0.17045724,0.8483605869114399,0.4064337,-0.0003196676191834058,0.22320284,8.359106e-05,1000,0.03727449,0.0,7.1525574e-07,39126.88338498492,0.56557816,0.0,689.808,-1.5405729,1000.0,763,0.9566132,0.0019050813,0.33149815
763,687.5269,-4.934082,-0.03972561,0.5079362,-0.6100773,-0.0112139145,-3.911973,0.0012494454,-3.9119723,3.8341632,680.1367,7.1983739184215665,1.7661761036142707,683.4874,3.9120230054281455,0.33432263,1000.0,-3.911973,-3.0964997,1.0963933,764000,0.00091475714,71.44047769295366,-6.0368068735172646e-05,682.9483,0.06128181,690.78284,-6.0368068735172646e-05,-34.57482954648841,1000,-3.834163,0.058459595,0.8074737694114447,0.41486102,-6.0368068735172646e-05,0.38482177,8.684468e-05,1000,0.012800897,0.0,7.1525574e-07,39136.2918968061,-0.23553279,0.0,690.06775,-1.6190963,1000.0,764,1.004852,-0.00020078763,0.3294481
764,688.187,-4.9024916,-0.040625922,0.504215,-0.60753214,-0.0059425766,-3.911973,0.00095392094,-3.9119723,3.8293223,681.36084,6.917659445665777,1.409448110498488,683.27405,3.9120230054281455,0.3059942,1000.0,-3.911973,-2.9525394,1.0840322,765000,0.0016351328,71.44047769295366,-0.0002464422607957317,682.9739,0.06081956,690.4242,-0.0002464422607957317,-33.572030340975154,1000,-3.8293226,0.022629552,0.7695266734808683,0.41195327,-0.0002464422607957317,0.2737864,8.567843e-05,1000,0.0057841204,0.0,7.1525574e-07,39145.03611333668,-0.1955569,0.0,690.051,-1.6019406,1000.0,765,0.99235463,0.00010019216,0.3383096
765,688.1305,-6.646332,-0.03926862,0.5130782,-0.6118221,-0.00788288,-3.911973,0.000996255,-3.9119723,3.8766408,681.5932,6.352518481202424,1.0711534731090069,683.7515,3.9120230054281455,0.2698612,1000.0,-3.911973,-2.6222463,1.1120591,766000,0.00013160892,71.44047769295366,-9.304220242256633e-07,683.1859,0.061482195,690.21326,-9.304220242256633e-07,-33.45773612443977,1000,-3.8766408,0.10134623,0.6836434323340654,0.41469017,-9.304220242256633e-07,0.28949797,8.675653e-05,1000,0.02238017,0.0,7.1525574e-07,39153.196175271645,0.44118616,0.0,689.80237,-1.6413004,1000.0,766,1.0103747,-0.0014305804,0.44137225
766,687.5122,-5.071725,-0.037359986,0.5186591,-0.6100111,-0.009249402,-3.911973,0.0028231733,-3.9119723,3.852443,680.02997,6.301454842090607,1.1196259707212448,683.96155,3.9120230054281455,0.3619898,1000.0,-3.911973,-2.6894538,1.1187716,767000,0.007960081,71.44047769295366,-0.00016457095099156052,683.04297,0.061885916,690.4609,-0.00016457095099156052,-34.06766903825207,1000,-3.8524432,0.10335251,0.6810331279411912,0.41673532,-0.00016457095099156052,0.45391366,8.754125e-05,1000,0.030604359,0.0,7.1525574e-07,39161.294050429016,0.12599437,0.0,689.9143,-1.6453924,1000.0,767,1.0124882,0.0032089087,0.30866662
767,687.7237,-5.135931,-0.038950317,0.51242375,-0.61128235,-0.010726129,-3.911973,0.0011887345,-3.9119723,3.894266,680.89575,7.430564305745065,1.1342084677889943,683.5007,3.9120230054281455,0.33148643,1000.0,-3.911973,-2.8597283,1.1148654,768000,0.0016555777,71.44047769295366,-9.761505591683317e-05,683.1279,0.06102825,690.4252,-9.761505591683317e-05,-33.8219925385375,1000,-3.8942657,0.024283417,0.8316880790516734,0.41531378,-9.761505591683317e-05,0.31494382,8.700204e-05,1000,0.0071406206,0.0,7.1525574e-07,39171.02192252688,0.08028624,0.0,689.9487,-1.6457663,1000.0,768,1.0128131,4.0723415e-05,0.35265562
768,687.97845,-5.2988825,-0.038370125,0.5114754,-0.6114384,-0.005934581,-3.911973,0.0045114476,-3.9119723,3.820843,680.9399,6.6055190525949,1.4653415540233254,683.58136,3.9120230054281455,0.21941105,1000.0,-3.911973,-2.7567532,1.1160939,769000,0.00972645,71.44047769295366,-0.008016638961443334,683.1426,0.06093371,690.32166,-0.008016638961443334,-32.421569248494485,1000,-3.8208432,0.025673091,0.7346479296684265,0.41570273,-0.008016638961443334,0.24184076,8.7151595e-05,1000,0.0054606134,0.0,7.1525574e-07,39179.64273532666,0.23496094,0.0,689.922,-1.655148,1000.0,769,1.0191802,0.0013683073,0.2869459
769,689.1976,-4.565851,-0.04242412,0.50021905,-0.606683,-0.0058354763,-3.911973,0.0026283711,-3.9119723,3.789802,682.3152,6.360456723719835,1.2932710126042366,683.9929,3.9120230054281455,0.28031588,1000.0,-3.911973,-2.8199627,1.0664554,770000,0.005118381,71.44047769295366,-0.002071083819800279,683.0985,0.059194244,690.86285,-0.002071083819800279,-33.29993221408904,1000,-3.789802,0.0020052749,0.6878970367833972,0.4088002,-0.002071083819800279,0.28157058,8.446241e-05,1000,0.00084894383,0.0,7.1525574e-07,39187.88288883492,0.043767616,0.0,689.9873,-1.5792124,1000.0,770,0.97117364,0.000670123,0.28127515
770,685.68225,-4.8817625,-0.043032978,0.49844915,-0.6059768,-0.012570667,-3.911973,0.0012494846,-3.9119723,3.889304,678.76294,6.318042506463826,1.2025196766480803,683.729,3.9120230054281455,0.4556077,1000.0,-3.911973,-3.3632207,1.065857,771000,7.441826e-05,71.44047769295366,-9.249641836284182e-05,683.0454,0.059510417,690.6142,-9.249641836284182e-05,-32.56879913694911,1000,-3.889304,0.0015290538,0.6912365853786469,0.40809068,-9.249641836284182e-05,0.4599316,8.419607e-05,1000,0.0008036871,0.0,7.1525574e-07,39590.799929351546,0.0076436517,0.0,689.9684,-1.569994,1000.0,771,0.9659926,-0.00088748336,0.29067925
